category,query_id,table,column,clause,priority,priority_score,needs_index,is_full_scan,clause_weight,full_scan_bonus
aggregation,Q158,partsupp,ps_availqty,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q158,partsupp,ps_partkey,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q158,partsupp,ps_suppkey,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q160,region,r_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q160,region,r_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q160,region,r_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q160,nation,n_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q160,region,r_name,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q160,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q161,orders,o_orderkey,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q161,orders,o_custkey,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q161,orders,o_custkey,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q161,orders,o_totalprice,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q162,supplier,s_suppkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q162,supplier,s_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q162,supplier,s_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q162,supplier,s_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q163,orders,o_orderdate,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q163,orders,o_totalprice,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q163,orders,o_custkey,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q163,orders,o_orderdate,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q163,orders,o_custkey,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q163,orders,o_totalprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q165,nation,n_name,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q165,nation,n_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q165,nation,n_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q165,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q166,lineitem,l_shipmode,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q166,lineitem,l_returnflag,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q166,lineitem,l_shipmode,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q166,lineitem,l_shipmode,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q166,lineitem,l_discount,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q166,lineitem,l_extendedprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q168,orders,o_orderpriority,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q168,orders,o_totalprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q169,lineitem,l_extendedprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q169,lineitem,l_discount,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q176,lineitem,l_shipdate,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q176,lineitem,l_extendedprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q176,lineitem,l_receiptdate,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q181,lineitem,l_quantity,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q181,lineitem,l_tax,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q181,lineitem,l_returnflag,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q181,lineitem,l_returnflag,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q181,lineitem,l_linestatus,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q181,lineitem,l_discount,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q181,lineitem,l_returnflag,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q181,lineitem,l_linestatus,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q181,lineitem,l_shipdate,WHERE,HIGH,1.0,0,1,3.0,2.0
aggregation,Q181,lineitem,l_extendedprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q181,lineitem,l_linestatus,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q183,region,r_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q183,nation,n_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q183,nation,n_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q183,nation,n_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q183,region,r_name,WHERE,HIGH,1.0,0,1,3.0,2.0
aggregation,Q183,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q184,lineitem,l_discount,WHERE,HIGH,1.0,0,1,3.0,2.0
aggregation,Q184,lineitem,l_quantity,WHERE,HIGH,1.0,0,1,3.0,2.0
aggregation,Q184,lineitem,l_discount,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q184,lineitem,l_shipdate,WHERE,HIGH,1.0,0,1,3.0,2.0
aggregation,Q184,lineitem,l_extendedprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q186,supplier,s_suppkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q186,supplier,s_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q186,supplier,s_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q186,supplier,s_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q188,supplier,s_suppkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q188,supplier,s_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q188,supplier,s_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q188,supplier,s_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q189,customer,c_name,SELECT,HIGH,0.9983,0,1,1.0,2.0
aggregation,Q189,customer,c_name,GROUP_BY,HIGH,0.9983,0,1,1.5,2.0
aggregation,Q189,customer,c_mktsegment,SELECT,HIGH,0.9983,0,1,1.0,2.0
aggregation,Q189,customer,c_nationkey,JOIN_ON,HIGH,0.9983,0,1,2.5,2.0
aggregation,Q189,customer,c_mktsegment,GROUP_BY,HIGH,0.9983,0,1,1.5,2.0
aggregation,Q189,customer,c_custkey,JOIN_ON,HIGH,0.9983,0,1,2.5,2.0
aggregation,Q189,customer,c_custkey,GROUP_BY,HIGH,0.9983,0,1,1.5,2.0
aggregation,Q189,customer,c_custkey,SELECT,HIGH,0.9983,0,1,1.0,2.0
aggregation,Q190,part,p_type,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q190,part,p_type,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q190,part,p_partkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q190,part,p_brand,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q190,part,p_brand,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q190,part,p_size,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q190,part,p_size,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q191,region,r_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q191,region,r_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q191,region,r_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q191,nation,n_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q191,region,r_name,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q191,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q192,nation,n_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q192,region,r_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q192,region,r_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q192,nation,n_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q192,nation,n_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q192,region,r_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q192,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q193,orders,o_custkey,JOIN_ON,HIGH,0.9983,0,1,2.5,2.0
aggregation,Q193,orders,o_orderkey,JOIN_ON,HIGH,0.9983,0,1,2.5,2.0
aggregation,Q193,orders,o_orderdate,SELECT,HIGH,0.9983,0,1,1.0,2.0
aggregation,Q194,lineitem,l_shipmode,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q194,lineitem,l_shipdate,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q194,lineitem,l_shipdate,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q194,lineitem,l_shipmode,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q194,lineitem,l_shipmode,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q194,lineitem,l_discount,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q194,lineitem,l_extendedprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q195,lineitem,l_quantity,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q195,lineitem,l_extendedprice,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q195,lineitem,l_discount,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q195,lineitem,l_discount,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q195,lineitem,l_partkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q195,lineitem,l_extendedprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q195,lineitem,l_partkey,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q196,orders,o_custkey,JOIN_ON,HIGH,0.9983,0,1,2.5,2.0
aggregation,Q196,orders,o_orderkey,JOIN_ON,HIGH,0.9983,0,1,2.5,2.0
aggregation,Q196,orders,o_orderdate,GROUP_BY,HIGH,0.9983,0,1,1.5,2.0
aggregation,Q196,orders,o_orderdate,SELECT,HIGH,0.9983,0,1,1.0,2.0
aggregation,Q198,partsupp,ps_partkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q198,partsupp,ps_availqty,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q198,partsupp,ps_supplycost,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q198,partsupp,ps_suppkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q199,orders,o_orderpriority,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q199,orders,o_orderstatus,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q199,orders,o_orderpriority,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q199,orders,o_orderstatus,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q199,orders,o_orderpriority,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
aggregation,Q199,orders,o_orderdate,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q199,orders,o_orderdate,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q199,orders,o_totalprice,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q199,orders,o_orderstatus,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q200,region,r_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q200,region,r_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q200,nation,n_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q200,region,r_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
aggregation,Q200,nation,n_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
aggregation,Q200,nation,n_name,SELECT,HIGH,1.0,0,1,1.0,2.0
aggregation,Q200,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q002,supplier,s_suppkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q002,supplier,s_name,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q002,supplier,s_suppkey,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q003,orders,o_custkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q003,orders,o_orderkey,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q003,orders,o_totalprice,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q005,customer,c_mktsegment,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q005,customer,c_custkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q005,customer,c_custkey,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q005,customer,c_name,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q006,region,r_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q006,region,r_name,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q006,region,r_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
complex_queries,Q006,nation,n_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q006,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q008,nation,n_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
complex_queries,Q008,nation,n_name,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q008,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q010,part,p_type,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
complex_queries,Q010,part,p_type,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q010,part,p_partkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q010,part,p_partkey,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q010,part,p_type,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q010,part,p_partkey,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
complex_queries,Q010,part,p_name,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q010,part,p_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
complex_queries,Q013,region,r_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q013,region,r_name,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q013,region,r_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
complex_queries,Q013,nation,n_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q013,region,r_name,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q013,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q014,orders,o_orderdate,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q014,orders,o_clerk,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q014,orders,o_totalprice,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q014,orders,o_clerk,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
complex_queries,Q015,orders,o_custkey,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q015,orders,o_orderdate,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q015,orders,o_orderdate,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q015,orders,o_custkey,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
complex_queries,Q017,customer,c_acctbal,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q017,customer,c_mktsegment,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q017,customer,c_mktsegment,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
complex_queries,Q017,customer,c_acctbal,WHERE,HIGH,1.0,0,1,3.0,2.0
complex_queries,Q017,customer,c_custkey,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q017,customer,c_name,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q018,region,r_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q018,region,r_name,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q018,region,r_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
complex_queries,Q018,nation,n_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q018,region,r_name,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q018,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q019,lineitem,l_suppkey,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
complex_queries,Q019,lineitem,l_shipdate,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
complex_queries,Q019,lineitem,l_shipdate,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q019,lineitem,l_discount,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q019,lineitem,l_extendedprice,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q019,lineitem,l_suppkey,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q023,part,p_partkey,WHERE,HIGH,1.0,0,1,3.0,2.0
complex_queries,Q023,part,p_type,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q023,part,p_name,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q023,part,p_brand,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q023,part,p_partkey,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q023,part,p_brand,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q023,part,p_name,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q024,orders,o_custkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q024,orders,o_orderkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q024,orders,o_orderdate,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q030,customer,c_acctbal,HAVING,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q030,customer,c_acctbal,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q030,customer,c_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q033,supplier,s_suppkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q033,supplier,s_name,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q033,supplier,s_suppkey,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q033,supplier,s_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
complex_queries,Q033,supplier,s_suppkey,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
complex_queries,Q038,supplier,s_name,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q038,supplier,s_suppkey,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q038,supplier,s_suppkey,WHERE,HIGH,1.0,0,1,3.0,2.0
complex_queries,Q042,nation,n_name,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q042,nation,n_name,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q042,nation,n_nationkey,WHERE,HIGH,1.0,0,1,3.0,2.0
complex_queries,Q046,orders,o_orderpriority,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
complex_queries,Q046,orders,o_orderpriority,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q046,orders,o_orderpriority,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q046,orders,o_totalprice,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q046,orders,o_totalprice,WHERE,HIGH,1.0,0,1,3.0,2.0
complex_queries,Q046,orders,o_orderkey,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q046,orders,o_orderpriority,WHERE,HIGH,1.0,0,1,3.0,2.0
complex_queries,Q046,orders,o_totalprice,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q051,supplier,s_name,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q051,supplier,s_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q051,customer,c_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q051,customer,c_name,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q052,customer,c_name,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q052,customer,c_custkey,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q052,customer,c_custkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q052,customer,c_acctbal,WHERE,HIGH,1.0,0,1,3.0,2.0
complex_queries,Q052,customer,c_custkey,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q054,customer,c_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
complex_queries,Q054,customer,c_custkey,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q054,customer,c_custkey,WHERE,HIGH,1.0,0,1,3.0,2.0
complex_queries,Q054,customer,c_custkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q054,customer,c_custkey,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
complex_queries,Q054,customer,c_custkey,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q054,customer,c_name,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q055,orders,o_totalprice,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q055,orders,o_orderkey,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q055,orders,o_custkey,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q055,orders,o_orderpriority,WHERE,HIGH,1.0,0,1,3.0,2.0
complex_queries,Q055,orders,o_totalprice,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q056,nation,n_name,WHERE,HIGH,1.0,0,1,3.0,2.0
complex_queries,Q056,nation,n_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
complex_queries,Q056,nation,n_name,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q056,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q057,lineitem,l_orderkey,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q057,lineitem,l_linenumber,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q057,lineitem,l_commitdate,WHERE,HIGH,1.0,0,1,3.0,2.0
complex_queries,Q057,lineitem,l_shipdate,WHERE,HIGH,1.0,0,1,3.0,2.0
complex_queries,Q057,lineitem,l_orderkey,ORDER_BY,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q057,lineitem,l_returnflag,WHERE,HIGH,1.0,0,1,3.0,2.0
complex_queries,Q057,lineitem,l_linenumber,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q058,lineitem,l_shipmode,SELECT,HIGH,0.9912,0,1,1.0,2.0
complex_queries,Q058,lineitem,l_orderkey,SELECT,HIGH,0.9912,0,1,1.0,2.0
complex_queries,Q058,lineitem,l_extendedprice,WHERE,HIGH,0.9912,0,1,3.0,2.0
complex_queries,Q058,lineitem,l_extendedprice,SELECT,HIGH,0.9912,0,1,1.0,2.0
complex_queries,Q059,region,r_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q059,nation,n_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q059,region,r_name,WHERE,HIGH,1.0,0,1,3.0,2.0
complex_queries,Q059,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q060,region,r_name,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q060,region,r_name,WHERE,HIGH,1.0,0,1,3.0,2.0
complex_queries,Q060,nation,n_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q060,region,r_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q060,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q061,nation,n_name,ORDER_BY,HIGH,0.9983,0,1,1.0,2.0
complex_queries,Q061,nation,n_name,GROUP_BY,HIGH,0.9983,0,1,1.5,2.0
complex_queries,Q061,nation,n_name,SELECT,HIGH,0.9983,0,1,1.0,2.0
complex_queries,Q061,nation,n_nationkey,JOIN_ON,HIGH,0.9983,0,1,2.5,2.0
complex_queries,Q064,nation,n_name,GROUP_BY,HIGH,1.0,0,1,1.5,2.0
complex_queries,Q064,nation,n_name,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q064,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q065,lineitem,l_tax,SELECT,HIGH,0.995,0,1,1.0,2.0
complex_queries,Q065,lineitem,l_orderkey,SELECT,HIGH,0.995,0,1,1.0,2.0
complex_queries,Q065,lineitem,l_discount,ORDER_BY,HIGH,0.995,0,1,1.0,2.0
complex_queries,Q065,lineitem,l_discount,WHERE,HIGH,0.995,0,1,3.0,2.0
complex_queries,Q065,lineitem,l_tax,ORDER_BY,HIGH,0.995,0,1,1.0,2.0
complex_queries,Q065,lineitem,l_discount,SELECT,HIGH,0.995,0,1,1.0,2.0
complex_queries,Q065,lineitem,l_linenumber,SELECT,HIGH,0.995,0,1,1.0,2.0
complex_queries,Q068,region,r_name,WHERE,HIGH,1.0,0,1,3.0,2.0
complex_queries,Q068,nation,n_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q068,region,r_regionkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q068,nation,n_nationkey,JOIN_ON,HIGH,1.0,0,1,2.5,2.0
complex_queries,Q069,lineitem,l_tax,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q069,lineitem,l_orderkey,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q069,lineitem,l_discount,WHERE,HIGH,1.0,0,1,3.0,2.0
complex_queries,Q069,lineitem,l_tax,WHERE,HIGH,1.0,0,1,3.0,2.0
complex_queries,Q069,lineitem,l_discount,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q069,lineitem,l_linenumber,SELECT,HIGH,1.0,0,1,1.0,2.0
complex_queries,Q071,customer,c_acctbal,HAVING,HIGH,1.0,0,1,1.0,2.0
