category,query_id,query_number,explain_row,id,select_type,table,partitions,type,possible_keys,key,key_len,ref,rows,filtered,Extra,explain_analyze,error
two_table_joins,Q191,302,2,1,SIMPLE,ps,,ref,"PRIMARY,idx_partsupp_partkey",PRIMARY,4,tpch.p.P_PARTKEY,3,100.0,Using index,,
two_table_joins,Q191,302,3,1,SIMPLE,s,,eq_ref,PRIMARY,PRIMARY,4,tpch.ps.PS_SUPPKEY,1,100.0,,,
two_table_joins,Q192,303,1,1,SIMPLE,c,,ALL,"PRIMARY,idx_customer_nationkey",,,,14892,100.0,Using temporary; Using filesort,"-> Limit: 10 row(s)  (actual time=50.7..50.7 rows=10 loops=1)
    -> Sort: avg_balance DESC, limit input to 10 row(s) per chunk  (actual time=50.7..50.7 rows=10 loops=1)
        -> Stream results  (cost=89374 rows=25) (actual time=6.52..50.7 rows=25 loops=1)
            -> Group aggregate: avg(c.C_ACCTBAL), count(distinct c.C_CUSTKEY)  (cost=89374 rows=25) (actual time=6.52..50.7 rows=25 loops=1)
                -> Nested loop inner join  (cost=38588 rows=220411) (actual time=4.68..36.4 rows=150000 loops=1)
                    -> Sort: c.C_NATIONKEY  (cost=1545 rows=14892) (actual time=4.67..5.15 rows=15000 loops=1)
                        -> Table scan on c  (cost=1545 rows=14892) (actual time=0.0347..1.94 rows=15000 loops=1)
                    -> Covering index lookup on o using idx_orders_custkey (O_CUSTKEY = c.C_CUSTKEY)  (cost=1.01 rows=14.8) (actual time=0.00104..0.00168 rows=10 loops=15000)
",
two_table_joins,Q192,303,2,1,SIMPLE,o,,ref,idx_orders_custkey,idx_orders_custkey,4,tpch.c.C_CUSTKEY,14,100.0,Using index,,
two_table_joins,Q193,304,1,1,SIMPLE,o,,index,PRIMARY,idx_orders_totalprice,7,,148465,100.0,Using index; Using temporary; Using filesort,"-> Sort: ship_year  (actual time=419..419 rows=7 loops=1)
    -> Table scan on <temporary>  (actual time=419..419 rows=7 loops=1)
        -> Aggregate using temporary table  (actual time=419..419 rows=7 loops=1)
            -> Nested loop inner join  (cost=113490 rows=202854) (actual time=0.457..378 rows=218862 loops=1)
                -> Covering index scan on o using idx_orders_totalprice  (cost=15159 rows=148465) (actual time=0.448..15.7 rows=150000 loops=1)
                -> Filter: (l.L_DISCOUNT > 0.06)  (cost=0.252 rows=1.37) (actual time=0.00193..0.00231 rows=1.46 loops=150000)
                    -> Index lookup on l using PRIMARY (L_ORDERKEY = o.O_ORDERKEY)  (cost=0.252 rows=4.1) (actual time=0.00167..0.00204 rows=4 loops=150000)
",
two_table_joins,Q193,304,2,1,SIMPLE,l,,ref,"PRIMARY,idx_lineitem_shipdate",PRIMARY,4,tpch.o.O_ORDERKEY,4,33.33,Using where,,
two_table_joins,Q194,305,1,1,SIMPLE,p,,ALL,PRIMARY,,,,19919,100.0,Using temporary; Using filesort,"-> Sort: stock_value DESC  (actual time=105..106 rows=19999 loops=1)
    -> Filter: (`sum((ps.PS_AVAILQTY * ps.PS_SUPPLYCOST))` > 500000)  (actual time=93.3..96.2 rows=19999 loops=1)
        -> Table scan on <temporary>  (actual time=93.3..95.1 rows=20000 loops=1)
            -> Aggregate using temporary table  (actual time=93.3..93.3 rows=20000 loops=1)
                -> Nested loop inner join  (cost=14946 rows=78966) (actual time=0.0843..38.7 rows=80000 loops=1)
                    -> Table scan on p  (cost=2048 rows=19919) (actual time=0.0764..3.21 rows=20000 loops=1)
                    -> Index lookup on ps using PRIMARY (PS_PARTKEY = p.P_PARTKEY)  (cost=0.251 rows=3.96) (actual time=0.00109..0.00158 rows=4 loops=20000)
",
two_table_joins,Q194,305,2,1,SIMPLE,ps,,ref,"PRIMARY,idx_partsupp_partkey",PRIMARY,4,tpch.p.P_PARTKEY,3,100.0,,,
two_table_joins,Q195,306,1,1,SIMPLE,o,,ALL,idx_orders_custkey,,,,148465,100.0,Using temporary; Using filesort,"-> Filter: (count(distinct orders.O_ORDERSTATUS) > 1)  (actual time=210..254 rows=9945 loops=1)
    -> Group aggregate: count(distinct orders.O_ORDERSTATUS), count(distinct orders.O_ORDERSTATUS)  (actual time=210..253 rows=10000 loops=1)
        -> Sort: c.C_CUSTKEY, c.C_NAME  (actual time=210..218 rows=150000 loops=1)
            -> Stream results  (cost=67122 rows=148465) (actual time=1..157 rows=150000 loops=1)
                -> Nested loop inner join  (cost=67122 rows=148465) (actual time=1..140 rows=150000 loops=1)
                    -> Table scan on o  (cost=15159 rows=148465) (actual time=0.997..20.3 rows=150000 loops=1)
                    -> Single-row index lookup on c using PRIMARY (C_CUSTKEY = o.O_CUSTKEY)  (cost=0.25 rows=1) (actual time=695e-6..713e-6 rows=1 loops=150000)
",
two_table_joins,Q195,306,2,1,SIMPLE,c,,eq_ref,PRIMARY,PRIMARY,4,tpch.o.O_CUSTKEY,1,100.0,,,
two_table_joins,Q196,307,1,1,SIMPLE,o,,index,PRIMARY,idx_orders_totalprice,7,,148465,100.0,Using index,"-> Nested loop inner join  (cost=583e+12 rows=5.83e+15) (actual time=293..427 rows=103826 loops=1)
    -> Nested loop inner join  (cost=2.94e+9 rows=29.4e+9) (actual time=152..231 rows=118816 loops=1)
        -> Covering index scan on o using idx_orders_totalprice  (cost=15159 rows=148465) (actual time=0.364..14.8 rows=150000 loops=1)
        -> Single-row index lookup on <subquery2> using <auto_distinct_key> (L_ORDERKEY = o.O_ORDERKEY)  (cost=106551..106551 rows=1) (actual time=0.00132..0.00136 rows=0.792 loops=150000)
            -> Materialize with deduplication  (cost=106551..106551 rows=198229) (actual time=147..147 rows=118816 loops=1)
                -> Filter: (l.L_QUANTITY > 30.00)  (cost=60876 rows=198229) (actual time=0.509..113 rows=240612 loops=1)
                    -> Table scan on l  (cost=60876 rows=594745) (actual time=0.506..87.4 rows=600572 loops=1)
    -> Single-row index lookup on <subquery3> using <auto_distinct_key> (L_ORDERKEY = o.O_ORDERKEY)  (cost=106551..106551 rows=1) (actual time=0.00152..0.00157 rows=0.874 loops=118816)
        -> Materialize with deduplication  (cost=106551..106551 rows=198229) (actual time=141..141 rows=124617 loops=1)
            -> Filter: (l.L_DISCOUNT > 0.05)  (cost=60876 rows=198229) (actual time=0.334..110 rows=273288 loops=1)
                -> Table scan on l  (cost=60876 rows=594745) (actual time=0.331..84.1 rows=600572 loops=1)
",
two_table_joins,Q196,307,2,1,SIMPLE,<subquery2>,,eq_ref,<auto_distinct_key>,<auto_distinct_key>,4,tpch.o.O_ORDERKEY,1,100.0,,,
two_table_joins,Q196,307,3,1,SIMPLE,<subquery3>,,eq_ref,<auto_distinct_key>,<auto_distinct_key>,4,tpch.o.O_ORDERKEY,1,100.0,,,
two_table_joins,Q196,307,4,2,MATERIALIZED,l,,ALL,PRIMARY,,,,594745,33.33,Using where,,
two_table_joins,Q196,307,5,3,MATERIALIZED,l,,ALL,PRIMARY,,,,594745,33.33,Using where,,
two_table_joins,Q197,308,1,1,SIMPLE,p,,ALL,,,,,19919,100.0,,"-> Limit: 100 row(s)  (cost=18702 rows=100) (actual time=0.0608..0.527 rows=100 loops=1)
    -> Nested loop antijoin  (cost=18702 rows=78966) (actual time=0.0605..0.524 rows=100 loops=1)
        -> Table scan on p  (cost=2203 rows=19919) (actual time=0.0491..0.0554 rows=111 loops=1)
        -> Nested loop inner join  (cost=29613 rows=3.96) (actual time=0.00412..0.00412 rows=0.0991 loops=111)
            -> Covering index lookup on ps using PRIMARY (PS_PARTKEY = p.P_PARTKEY)  (cost=0.432 rows=3.96) (actual time=917e-6..0.00121 rows=3.84 loops=111)
            -> Filter: (s.S_NATIONKEY = 5)  (cost=1.49 rows=1) (actual time=689e-6..689e-6 rows=0.0258 loops=426)
                -> Single-row index lookup on s using PRIMARY (S_SUPPKEY = ps.PS_SUPPKEY)  (cost=1.49 rows=1) (actual time=579e-6..598e-6 rows=1 loops=426)
",
two_table_joins,Q197,308,2,1,SIMPLE,ps,,ref,"PRIMARY,idx_partsupp_partkey",PRIMARY,4,tpch.p.P_PARTKEY,3,100.0,Using where; Not exists; Using index,,
two_table_joins,Q197,308,3,1,SIMPLE,s,,eq_ref,PRIMARY,PRIMARY,4,tpch.ps.PS_SUPPKEY,1,100.0,Using where,,
two_table_joins,Q198,309,1,1,SIMPLE,c,,ALL,PRIMARY,,,,14892,33.33,Using where; Using temporary; Using filesort,"-> Sort: o.O_ORDERDATE, o.O_TOTALPRICE DESC  (actual time=216..220 rows=85517 loops=1)
    -> Stream results  (cost=27257 rows=36731) (actual time=0.0799..186 rows=85517 loops=1)
        -> Nested loop inner join  (cost=27257 rows=36731) (actual time=0.0783..177 rows=85517 loops=1)
            -> Filter: (c.C_ACCTBAL > 1000.00)  (cost=1545 rows=4964) (actual time=0.0407..3.88 rows=12271 loops=1)
                -> Table scan on c  (cost=1545 rows=14892) (actual time=0.0392..2.96 rows=15000 loops=1)
            -> Filter: (o.O_ORDERDATE between '1994-01-01' and '1998-12-31')  (cost=3.7 rows=7.4) (actual time=0.01..0.0137 rows=6.97 loops=12271)
                -> Index lookup on o using idx_orders_custkey (O_CUSTKEY = c.C_CUSTKEY)  (cost=3.7 rows=14.8) (actual time=0.00977..0.0122 rows=9.98 loops=12271)
",
two_table_joins,Q198,309,2,1,SIMPLE,o,,ref,"idx_orders_custkey,idx_orders_orderdate",idx_orders_custkey,4,tpch.c.C_CUSTKEY,14,50.0,Using where,,
two_table_joins,Q199,310,1,1,SIMPLE,o,,index,PRIMARY,idx_orders_orderdate,3,,148465,100.0,Using index; Using temporary; Using filesort,"-> Sort: ship_year, ship_month  (actual time=493..493 rows=84 loops=1)
    -> Table scan on <temporary>  (actual time=493..493 rows=84 loops=1)
        -> Aggregate using temporary table  (actual time=493..493 rows=84 loops=1)
            -> Nested loop inner join  (cost=113490 rows=608622) (actual time=0.565..357 rows=600572 loops=1)
                -> Covering index scan on o using idx_orders_orderdate  (cost=15159 rows=148465) (actual time=0.559..12.8 rows=150000 loops=1)
                -> Index lookup on l using PRIMARY (L_ORDERKEY = o.O_ORDERKEY)  (cost=0.252 rows=4.1) (actual time=0.00173..0.0021 rows=4 loops=150000)
",
two_table_joins,Q199,310,2,1,SIMPLE,l,,ref,"PRIMARY,idx_lineitem_shipdate",PRIMARY,4,tpch.o.O_ORDERKEY,4,100.0,,,
two_table_joins,Q200,311,1,1,SIMPLE,ps,,ALL,,,,,82490,100.0,Using temporary; Using filesort,"-> Limit: 25 row(s)  (actual time=115..115 rows=25 loops=1)
    -> Sort: avg_cost  (actual time=115..115 rows=25 loops=1)
        -> Filter: ((??? < 600) and (`sum(ps.PS_AVAILQTY)` > 1000))  (actual time=115..115 rows=897 loops=1)
            -> Table scan on <temporary>  (actual time=115..115 rows=897 loops=1)
                -> Aggregate using temporary table  (actual time=115..115 rows=897 loops=1)
                    -> Nested loop inner join  (cost=37449 rows=27494) (actual time=0.626..77.8 rows=71760 loops=1)
                        -> Table scan on ps  (cost=8578 rows=82490) (actual time=0.621..11.4 rows=80000 loops=1)
                        -> Filter: (s.S_ACCTBAL > 200.00)  (cost=0.25 rows=0.333) (actual time=695e-6..745e-6 rows=0.897 loops=80000)
                            -> Single-row index lookup on s using PRIMARY (S_SUPPKEY = ps.PS_SUPPKEY)  (cost=0.25 rows=1) (actual time=597e-6..617e-6 rows=1 loops=80000)
",
two_table_joins,Q200,311,2,1,SIMPLE,s,,eq_ref,PRIMARY,PRIMARY,4,tpch.ps.PS_SUPPKEY,1,33.33,Using where,,
three_table_joins,Q001,312,1,1,SIMPLE,n,,ALL,PRIMARY,,,,25,100.0,,"-> Nested loop inner join  (cost=42258 rows=220411) (actual time=0.0798..45.9 rows=150000 loops=1)
    -> Nested loop inner join  (cost=5215 rows=14892) (actual time=0.0764..11.9 rows=15000 loops=1)
        -> Table scan on n  (cost=2.75 rows=25) (actual time=0.0124..0.0247 rows=25 loops=1)
        -> Index lookup on c using idx_customer_nationkey (C_NATIONKEY = n.N_NATIONKEY)  (cost=151 rows=596) (actual time=0.0443..0.455 rows=600 loops=25)
    -> Covering index lookup on o using idx_orders_custkey (O_CUSTKEY = c.C_CUSTKEY)  (cost=1.01 rows=14.8) (actual time=0.00119..0.00184 rows=10 loops=15000)
",
three_table_joins,Q001,312,2,1,SIMPLE,c,,ref,"PRIMARY,idx_customer_nationkey",idx_customer_nationkey,4,tpch.n.N_NATIONKEY,595,100.0,,,
three_table_joins,Q001,312,3,1,SIMPLE,o,,ref,idx_orders_custkey,idx_orders_custkey,4,tpch.c.C_CUSTKEY,14,100.0,Using index,,
three_table_joins,Q002,313,1,1,SIMPLE,n,,ALL,PRIMARY,,,,25,10.0,Using where,"-> Nested loop inner join  (cost=8319 rows=22041) (actual time=0.0717..7.73 rows=6029 loops=1)
    -> Nested loop inner join  (cost=524 rows=1489) (actual time=0.0582..0.528 rows=596 loops=1)
        -> Filter: (n.N_NAME = 'GERMANY')  (cost=2.75 rows=2.5) (actual time=0.0115..0.0176 rows=1 loops=1)
            -> Table scan on n  (cost=2.75 rows=25) (actual time=0.00579..0.00854 rows=25 loops=1)
        -> Index lookup on c using idx_customer_nationkey (C_NATIONKEY = n.N_NATIONKEY)  (cost=173 rows=596) (actual time=0.0463..0.488 rows=596 loops=1)
    -> Index lookup on o using idx_orders_custkey (O_CUSTKEY = c.C_CUSTKEY)  (cost=3.76 rows=14.8) (actual time=0.00955..0.0117 rows=10.1 loops=596)
",
three_table_joins,Q002,313,2,1,SIMPLE,c,,ref,"PRIMARY,idx_customer_nationkey",idx_customer_nationkey,4,tpch.n.N_NATIONKEY,595,100.0,,,
three_table_joins,Q002,313,3,1,SIMPLE,o,,ref,idx_orders_custkey,idx_orders_custkey,4,tpch.c.C_CUSTKEY,14,100.0,,,
three_table_joins,Q003,314,1,1,SIMPLE,o,,ALL,"idx_orders_custkey,idx_orders_totalprice",,,,148465,50.0,Using where,"-> Nested loop inner join  (cost=67122 rows=74232) (actual time=0.614..157 rows=96407 loops=1)
    -> Nested loop inner join  (cost=41140 rows=74232) (actual time=0.612..107 rows=96407 loops=1)
        -> Filter: (o.O_TOTALPRICE > 100000.00)  (cost=15159 rows=74232) (actual time=0.608..27.5 rows=96407 loops=1)
            -> Table scan on o  (cost=15159 rows=148465) (actual time=0.608..20.3 rows=150000 loops=1)
        -> Single-row index lookup on c using PRIMARY (C_CUSTKEY = o.O_CUSTKEY)  (cost=0.25 rows=1) (actual time=720e-6..739e-6 rows=1 loops=96407)
    -> Single-row index lookup on n using PRIMARY (N_NATIONKEY = c.C_NATIONKEY)  (cost=0.25 rows=1) (actual time=410e-6..429e-6 rows=1 loops=96407)
",
three_table_joins,Q003,314,2,1,SIMPLE,c,,eq_ref,"PRIMARY,idx_customer_nationkey",PRIMARY,4,tpch.o.O_CUSTKEY,1,100.0,,,
three_table_joins,Q003,314,3,1,SIMPLE,n,,eq_ref,PRIMARY,PRIMARY,4,tpch.c.C_NATIONKEY,1,100.0,,,
three_table_joins,Q004,315,1,1,SIMPLE,c,,ALL,"PRIMARY,idx_customer_nationkey",,,,14892,33.33,Using where,"-> Nested loop inner join  (cost=15629 rows=73463) (actual time=0.0653..21.2 rows=66828 loops=1)
    -> Nested loop inner join  (cost=3283 rows=4964) (actual time=0.0565..6.92 rows=6733 loops=1)
        -> Filter: (c.C_ACCTBAL > 5000.00)  (cost=1545 rows=4964) (actual time=0.051..3.33 rows=6733 loops=1)
            -> Table scan on c  (cost=1545 rows=14892) (actual time=0.0499..2.49 rows=15000 loops=1)
        -> Single-row index lookup on n using PRIMARY (N_NATIONKEY = c.C_NATIONKEY)  (cost=0.25 rows=1) (actual time=421e-6..439e-6 rows=1 loops=6733)
    -> Covering index lookup on o using idx_orders_custkey (O_CUSTKEY = c.C_CUSTKEY)  (cost=1.01 rows=14.8) (actual time=0.00105..0.0017 rows=9.93 loops=6733)
",
three_table_joins,Q004,315,2,1,SIMPLE,n,,eq_ref,PRIMARY,PRIMARY,4,tpch.c.C_NATIONKEY,1,100.0,,,
three_table_joins,Q004,315,3,1,SIMPLE,o,,ref,idx_orders_custkey,idx_orders_custkey,4,tpch.c.C_CUSTKEY,14,100.0,Using index,,
three_table_joins,Q005,316,1,1,SIMPLE,o,,ALL,"idx_orders_custkey,idx_orders_orderdate",,,,148465,50.0,Using where,"-> Nested loop inner join  (cost=67122 rows=74232) (actual time=0.507..102 rows=45624 loops=1)
    -> Nested loop inner join  (cost=41140 rows=74232) (actual time=0.506..78.7 rows=45624 loops=1)
        -> Filter: (o.O_ORDERDATE between '1995-01-01' and '1996-12-31')  (cost=15159 rows=74232) (actual time=0.502..39.6 rows=45624 loops=1)
            -> Table scan on o  (cost=15159 rows=148465) (actual time=0.502..19.7 rows=150000 loops=1)
        -> Single-row index lookup on c using PRIMARY (C_CUSTKEY = o.O_CUSTKEY)  (cost=0.25 rows=1) (actual time=752e-6..770e-6 rows=1 loops=45624)
    -> Single-row index lookup on n using PRIMARY (N_NATIONKEY = c.C_NATIONKEY)  (cost=0.25 rows=1) (actual time=410e-6..429e-6 rows=1 loops=45624)
",
three_table_joins,Q005,316,2,1,SIMPLE,c,,eq_ref,"PRIMARY,idx_customer_nationkey",PRIMARY,4,tpch.o.O_CUSTKEY,1,100.0,,,
three_table_joins,Q005,316,3,1,SIMPLE,n,,eq_ref,PRIMARY,PRIMARY,4,tpch.c.C_NATIONKEY,1,100.0,,,
three_table_joins,Q006,317,1,1,SIMPLE,n,,ALL,PRIMARY,,,,25,10.0,Using where,"-> Nested loop inner join  (cost=8238 rows=11020) (actual time=0.0723..6.71 rows=4903 loops=1)
    -> Nested loop inner join  (cost=524 rows=1489) (actual time=0.0551..0.449 rows=577 loops=1)
        -> Filter: (n.N_NAME = 'FRANCE')  (cost=2.75 rows=2.5) (actual time=0.00662..0.0103 rows=1 loops=1)
            -> Table scan on n  (cost=2.75 rows=25) (actual time=0.00504..0.00717 rows=25 loops=1)
        -> Index lookup on c using idx_customer_nationkey (C_NATIONKEY = n.N_NATIONKEY)  (cost=173 rows=596) (actual time=0.0481..0.418 rows=577 loops=1)
    -> Filter: (o.O_TOTALPRICE > 50000.00)  (cost=3.7 rows=7.4) (actual time=0.00838..0.0105 rows=8.5 loops=577)
        -> Index lookup on o using idx_orders_custkey (O_CUSTKEY = c.C_CUSTKEY)  (cost=3.7 rows=14.8) (actual time=0.00827..0.00994 rows=10.1 loops=577)
",
three_table_joins,Q006,317,2,1,SIMPLE,c,,ref,"PRIMARY,idx_customer_nationkey",idx_customer_nationkey,4,tpch.n.N_NATIONKEY,595,100.0,,,
three_table_joins,Q006,317,3,1,SIMPLE,o,,ref,"idx_orders_custkey,idx_orders_totalprice",idx_orders_custkey,4,tpch.c.C_CUSTKEY,14,50.0,Using where,,
three_table_joins,Q007,318,1,1,SIMPLE,n,,ALL,PRIMARY,,,,25,10.0,Using where,"-> Nested loop inner join  (cost=3095 rows=3673) (actual time=0.0745..4.23 rows=1374 loops=1)
    -> Nested loop inner join  (cost=524 rows=496) (actual time=0.0545..0.508 rows=380 loops=1)
        -> Filter: (n.N_NAME = 'UNITED STATES')  (cost=2.75 rows=2.5) (actual time=0.00983..0.0106 rows=1 loops=1)
            -> Table scan on n  (cost=2.75 rows=25) (actual time=0.00425..0.00613 rows=25 loops=1)
        -> Filter: (c.C_ACCTBAL > 3000.00)  (cost=157 rows=199) (actual time=0.0441..0.483 rows=380 loops=1)
            -> Index lookup on c using idx_customer_nationkey (C_NATIONKEY = n.N_NATIONKEY)  (cost=157 rows=596) (actual time=0.0436..0.448 rows=602 loops=1)
    -> Filter: (o.O_ORDERDATE > DATE'1996-01-01')  (cost=3.7 rows=7.4) (actual time=0.00769..0.0096 rows=3.62 loops=380)
        -> Index lookup on o using idx_orders_custkey (O_CUSTKEY = c.C_CUSTKEY)  (cost=3.7 rows=14.8) (actual time=0.00752..0.00924 rows=9.36 loops=380)
",
three_table_joins,Q007,318,2,1,SIMPLE,c,,ref,"PRIMARY,idx_customer_nationkey",idx_customer_nationkey,4,tpch.n.N_NATIONKEY,595,33.33,Using where,,
three_table_joins,Q007,318,3,1,SIMPLE,o,,ref,"idx_orders_custkey,idx_orders_orderdate",idx_orders_custkey,4,tpch.c.C_CUSTKEY,14,50.0,Using where,,
three_table_joins,Q008,319,1,1,SIMPLE,o,,index,idx_orders_custkey,idx_orders_totalprice,7,,20,100.0,Backward index scan,"-> Limit: 20 row(s)  (cost=74237 rows=20) (actual time=0.0238..0.0512 rows=20 loops=1)
    -> Nested loop inner join  (cost=74237 rows=20) (actual time=0.0237..0.0505 rows=20 loops=1)
        -> Nested loop inner join  (cost=37118 rows=20) (actual time=0.0226..0.0394 rows=20 loops=1)
            -> Index scan on o using idx_orders_totalprice (reverse)  (cost=0.0424 rows=20) (actual time=0.0203..0.0215 rows=20 loops=1)
            -> Single-row index lookup on c using PRIMARY (C_CUSTKEY = o.O_CUSTKEY)  (cost=0.25 rows=1) (actual time=769e-6..779e-6 rows=1 loops=20)
        -> Single-row index lookup on n using PRIMARY (N_NATIONKEY = c.C_NATIONKEY)  (cost=0.25 rows=1) (actual time=446e-6..465e-6 rows=1 loops=20)
",
three_table_joins,Q008,319,2,1,SIMPLE,c,,eq_ref,"PRIMARY,idx_customer_nationkey",PRIMARY,4,tpch.o.O_CUSTKEY,1,100.0,,,
three_table_joins,Q008,319,3,1,SIMPLE,n,,eq_ref,PRIMARY,PRIMARY,4,tpch.c.C_NATIONKEY,1,100.0,,,
three_table_joins,Q009,320,1,1,SIMPLE,n,,ALL,PRIMARY,,,,25,100.0,Using temporary; Using filesort,"-> Sort: total_revenue DESC  (actual time=185..185 rows=25 loops=1)
    -> Table scan on <temporary>  (actual time=185..185 rows=25 loops=1)
        -> Aggregate using temporary table  (actual time=185..185 rows=25 loops=1)
            -> Nested loop inner join  (cost=78673 rows=220411) (actual time=0.0282..158 rows=150000 loops=1)
                -> Nested loop inner join  (cost=1529 rows=14892) (actual time=0.0203..2.25 rows=15000 loops=1)
                    -> Table scan on n  (cost=2.75 rows=25) (actual time=0.0112..0.024 rows=25 loops=1)
                    -> Covering index lookup on c using idx_customer_nationkey (C_NATIONKEY = n.N_NATIONKEY)  (cost=3.87 rows=596) (actual time=0.00492..0.0681 rows=600 loops=25)
                -> Index lookup on o using idx_orders_custkey (O_CUSTKEY = c.C_CUSTKEY)  (cost=3.7 rows=14.8) (actual time=0.00807..0.00995 rows=10 loops=15000)
",
three_table_joins,Q009,320,2,1,SIMPLE,c,,ref,"PRIMARY,idx_customer_nationkey",idx_customer_nationkey,4,tpch.n.N_NATIONKEY,595,100.0,Using index,,
three_table_joins,Q009,320,3,1,SIMPLE,o,,ref,idx_orders_custkey,idx_orders_custkey,4,tpch.c.C_CUSTKEY,14,100.0,,,
three_table_joins,Q010,321,1,1,SIMPLE,n,,ALL,PRIMARY,,,,25,100.0,Using temporary; Using filesort,"-> Sort: order_count DESC  (actual time=51.1..51.1 rows=25 loops=1)
    -> Filter: (`count(o.O_ORDERKEY)` > 1000)  (actual time=51.1..51.1 rows=25 loops=1)
        -> Table scan on <temporary>  (actual time=51.1..51.1 rows=25 loops=1)
            -> Aggregate using temporary table  (actual time=51.1..51.1 rows=25 loops=1)
                -> Nested loop inner join  (cost=38572 rows=220411) (actual time=0.0104..34.2 rows=150000 loops=1)
                    -> Nested loop inner join  (cost=1529 rows=14892) (actual time=0.00883..2.19 rows=15000 loops=1)
                        -> Table scan on n  (cost=2.75 rows=25) (actual time=0.00358..0.00863 rows=25 loops=1)
                        -> Covering index lookup on c using idx_customer_nationkey (C_NATIONKEY = n.N_NATIONKEY)  (cost=3.87 rows=596) (actual time=0.00435..0.0666 rows=600 loops=25)
                    -> Covering index lookup on o using idx_orders_custkey (O_CUSTKEY = c.C_CUSTKEY)  (cost=1.01 rows=14.8) (actual time=0.0011..0.00173 rows=10 loops=15000)
",
three_table_joins,Q010,321,2,1,SIMPLE,c,,ref,"PRIMARY,idx_customer_nationkey",idx_customer_nationkey,4,tpch.n.N_NATIONKEY,595,100.0,Using index,,
three_table_joins,Q010,321,3,1,SIMPLE,o,,ref,idx_orders_custkey,idx_orders_custkey,4,tpch.c.C_CUSTKEY,14,100.0,Using index,,
three_table_joins,Q011,322,1,1,SIMPLE,r,,ALL,PRIMARY,,,,5,100.0,,"-> Nested loop inner join  (cost=21141 rows=110205) (actual time=0.0869..46.2 rows=150000 loops=1)
    -> Nested loop inner join  (cost=2620 rows=7446) (actual time=0.0829..11.5 rows=15000 loops=1)
        -> Inner hash join (n.N_REGIONKEY = r.R_REGIONKEY)  (cost=13.5 rows=12.5) (actual time=0.0222..0.0431 rows=25 loops=1)
            -> Table scan on n  (cost=0.1 rows=25) (actual time=0.00383..0.0138 rows=25 loops=1)
            -> Hash
                -> Table scan on r  (cost=0.75 rows=5) (actual time=0.0117..0.0129 rows=5 loops=1)
        -> Index lookup on c using idx_customer_nationkey (C_NATIONKEY = n.N_NATIONKEY)  (cost=154 rows=596) (actual time=0.0419..0.437 rows=600 loops=25)
    -> Covering index lookup on o using idx_orders_custkey (O_CUSTKEY = c.C_CUSTKEY)  (cost=1.01 rows=14.8) (actual time=0.00119..0.00187 rows=10 loops=15000)
",
three_table_joins,Q011,322,2,1,SIMPLE,n,,ALL,PRIMARY,,,,25,10.0,Using where; Using join buffer (hash join),,
three_table_joins,Q011,322,3,1,SIMPLE,c,,ref,"PRIMARY,idx_customer_nationkey",idx_customer_nationkey,4,tpch.n.N_NATIONKEY,595,100.0,,,
three_table_joins,Q011,322,4,1,SIMPLE,o,,ref,idx_orders_custkey,idx_orders_custkey,4,tpch.c.C_CUSTKEY,14,100.0,Using index,,
three_table_joins,Q012,323,1,1,SIMPLE,r,,ALL,PRIMARY,,,,5,20.0,Using where,"-> Nested loop inner join  (cost=4229 rows=22041) (actual time=0.0922..9.22 rows=29863 loops=1)
    -> Nested loop inner join  (cost=525 rows=1489) (actual time=0.0871..2.39 rows=2968 loops=1)
        -> Inner hash join (n.N_REGIONKEY = r.R_REGIONKEY)  (cost=3.5 rows=2.5) (actual time=0.0192..0.0278 rows=5 loops=1)
            -> Table scan on n  (cost=0.5 rows=25) (actual time=0.00362..0.00929 rows=25 loops=1)
            -> Hash
                -> Filter: (r.R_NAME = 'EUROPE')  (cost=0.75 rows=1) (actual time=0.00796..0.00871 rows=1 loops=1)
                    -> Table scan on r  (cost=0.75 rows=5) (actual time=0.00637..0.00721 rows=5 loops=1)
        -> Index lookup on c using idx_customer_nationkey (C_NATIONKEY = n.N_NATIONKEY)  (cost=173 rows=596) (actual time=0.05..0.451 rows=594 loops=5)
    -> Covering index lookup on o using idx_orders_custkey (O_CUSTKEY = c.C_CUSTKEY)  (cost=1.01 rows=14.8) (actual time=0.00123..0.00188 rows=10.1 loops=2968)
",
three_table_joins,Q012,323,2,1,SIMPLE,n,,ALL,PRIMARY,,,,25,10.0,Using where; Using join buffer (hash join),,
three_table_joins,Q012,323,3,1,SIMPLE,c,,ref,"PRIMARY,idx_customer_nationkey",idx_customer_nationkey,4,tpch.n.N_NATIONKEY,595,100.0,,,
three_table_joins,Q012,323,4,1,SIMPLE,o,,ref,idx_orders_custkey,idx_orders_custkey,4,tpch.c.C_CUSTKEY,14,100.0,Using index,,
