has_seq_scan,seq_scan_count,has_index_scan,has_index_only_scan,has_bitmap_scan,max_scan_cost,has_nested_loop,has_hash_join,has_merge_join,num_join_nodes,total_rows_estimated,max_rows_estimated,log_total_rows,total_startup_cost,total_run_cost,max_node_cost,has_filter,has_sort,has_aggregate,has_hash,index_coverage_ratio,num_index_scans,num_total_scans,has_no_index,plan_depth,num_nodes,has_subquery,has_cte,num_tables_accessed,max_width,query_id,category
1,1,1,0,0,1272458.74,0,0,1,1,12659578,6250482,7.10241926326293,5619704.07,6849808.79,1272458.74,1,1,1,1,0.5,1,2,0,16,16,0,0,1,61,AGG_Q137,aggregation
1,1,0,0,0,1758340.13,0,0,0,0,25116166,24992980,7.399953362064976,10511363.83,11968969.8,1758340.13,0,1,1,1,0.0,0,1,1,16,13,0,0,1,107,AGG_Q138,aggregation
1,2,0,0,0,344320.37,0,1,0,1,6165935,1999610,6.789999012607309,732653.8900000001,1095214.76,344320.37,0,1,1,1,0.0,0,2,1,19,13,0,0,1,63,AGG_Q139,aggregation
1,1,0,0,0,356858.15,0,0,0,0,6264918,6250482,6.796915460313338,1778807.06,2104472.7,356858.15,0,1,1,1,0.0,0,1,1,13,10,0,0,1,68,AGG_Q140,aggregation
1,3,0,0,0,7815.8,0,1,0,1,300480,100000,5.4778170159193476,19416.61,29492.32,7815.8,1,1,1,1,0.0,0,3,1,10,15,1,0,2,112,AGG_Q141,aggregation
1,3,0,0,0,2689774.8,0,1,0,2,88729972,24992980,7.948070349365748,14718625.979999999,20190786.88,2689774.8,0,1,1,1,0.0,0,3,1,22,19,0,0,3,43,AGG_Q142,aggregation
0,0,1,1,0,3674645.73,0,0,1,1,149969020,59983152,8.176001556400667,7349364.149999999,16011011.4,3674645.73,0,1,1,1,1.0,2,2,0,10,10,0,0,0,48,AGG_Q143,aggregation
1,2,0,0,0,2064431.99,0,1,0,1,51652602,24992980,7.713092212400679,10432415.870000001,13607331.15,2064431.99,0,1,1,1,0.0,0,2,1,19,15,0,0,2,64,AGG_Q144,aggregation
1,2,0,0,0,2338394.86,0,1,0,1,62498954,24992980,7.795872755879632,10099028.51,13521935.1,2338394.86,0,1,1,1,0.0,0,2,1,16,13,0,0,2,64,AGG_Q145,aggregation
1,1,0,0,0,1370703.94,0,0,0,0,13180906,6250482,7.119945295807471,7292896.27,8138325.62,1370703.94,0,1,1,1,0.0,0,1,1,19,15,0,0,1,44,AGG_Q146,aggregation
1,2,0,0,0,4064.56,0,1,0,1,201020,100000,5.303241429100716,16246.25,23060.53,4064.56,0,1,1,1,0.0,0,2,1,16,12,0,0,2,120,AGG_Q147,aggregation
1,1,0,0,0,372478.34,0,0,0,0,6264918,6250482,6.796915460313338,1856938.06,2198211.89,372478.34,0,1,1,1,0.0,0,1,1,13,10,0,0,1,72,AGG_Q148,aggregation
1,4,0,0,0,2818360.49,0,1,0,3,113724792,24992980,8.05585515500703,24294539.88,31854769.99,2818360.49,0,1,1,1,0.0,0,4,1,34,27,0,0,4,144,AGG_Q149,aggregation
1,1,0,0,0,356858.15,0,0,0,0,6264918,6250482,6.796915460313338,1778807.06,2104472.7,356858.15,0,1,1,1,0.0,0,1,1,13,10,0,0,1,68,AGG_Q150,aggregation
1,1,0,0,0,16666745.91,0,0,0,0,229935416,59983152,8.361605870890871,22912932.840000004,50310491.91,16666745.91,0,1,0,0,0.0,0,1,1,10,9,0,0,1,24,AGG_Q152,aggregation
1,1,0,0,0,1632538.91,0,0,0,0,25098568,24992980,7.399648960798965,8134037.6899999995,9585761.18,1632538.91,0,1,1,1,0.0,0,1,1,13,10,0,0,1,107,AGG_Q153,aggregation
1,1,0,0,0,1367742.94,0,0,0,0,14047209,6250482,7.1475900749936825,8196127.289999999,9267531.46,1367742.94,0,1,1,1,0.0,0,1,1,22,16,0,0,1,40,AGG_Q154,aggregation
1,3,0,0,0,2172646.74,0,1,0,2,22455944,6250482,7.351331335936244,10051031.319999998,11843500.62,2172646.74,0,1,1,1,0.0,0,3,1,22,19,0,0,3,232,AGG_Q155,aggregation
1,1,0,0,0,1758252.14,0,0,0,0,25116166,24992980,7.399953362064976,10511363.389999999,11968793.82,1758252.14,0,1,1,1,0.0,0,1,1,16,13,0,0,1,107,AGG_Q156,aggregation
1,2,0,0,0,27992440.41,0,1,0,1,392905097,49985960,8.594287663881557,53363683.38,128642203.11,27992440.41,0,1,1,1,0.0,0,2,1,28,21,0,0,2,55,AGG_Q157,aggregation
0,0,1,0,0,1304882.7,0,0,0,0,32004392,8001098,7.505209594717237,9.7,3835893.22,1304882.7,0,1,0,0,1.0,1,1,0,7,8,0,0,0,20,AGG_Q158,aggregation
1,2,0,0,0,3849456.58,0,1,0,1,54659981,15001158,7.737669484339775,13103490.12,14738406.27,3849456.58,0,1,1,1,0.0,0,2,1,19,14,0,0,2,111,AGG_Q159,aggregation
1,4,0,0,0,2188454.57,0,1,0,3,28706766,6250482,7.457984284341803,10187711.499999998,12416469.46,2188454.57,0,1,1,1,0.0,0,4,1,25,23,0,0,4,200,AGG_Q160,aggregation
1,1,0,0,0,3600498.08,0,0,0,0,75005790,15001158,7.875094795421753,10848203.0,13298900.8,3600498.08,0,1,0,0,0.0,0,1,1,10,8,0,0,1,16,AGG_Q161,aggregation
1,3,0,0,0,5002222.91,0,1,0,2,63460015,8001098,7.802500177261885,8625551.389999999,21107899.92,5002222.91,0,1,1,1,0.0,0,3,1,31,25,0,0,3,170,AGG_Q162,aggregation
1,1,0,0,0,3049576.45,0,0,0,0,45003474,15001158,7.653246049665494,5424100.8,6210413.32,3049576.45,0,1,0,0,0.0,0,1,1,4,4,0,0,1,80,AGG_Q163,aggregation
1,2,0,0,0,4082478.86,0,1,0,1,35671009,8001098,7.552315406260608,6703910.009999999,9249102.64,4082478.86,0,1,0,1,0.0,0,2,1,16,12,0,0,2,95,AGG_Q164,aggregation
1,3,0,0,0,2171624.19,0,1,0,2,22455944,6250482,7.351331335936244,10051031.319999998,11842478.07,2171624.19,0,1,1,1,0.0,0,3,1,22,19,0,0,3,200,AGG_Q165,aggregation
1,1,0,0,0,2188347.9,0,0,0,0,24993015,24992980,7.397818667215809,8751383.3,10126460.89,2188347.9,0,1,1,1,0.0,0,1,1,10,9,0,0,1,107,AGG_Q166,aggregation
1,1,0,0,0,1274160.71,0,0,0,0,11448300,6250482,7.058741039420531,4877020.52,5700792.29,1274160.71,0,1,1,1,0.0,0,1,1,13,12,0,0,1,20,AGG_Q167,aggregation
1,1,0,0,0,387283.21,0,0,0,0,6250512,6250482,6.795915662772281,1934410.23,2273815.86,387283.21,0,1,1,1,0.0,0,1,1,13,11,0,0,1,72,AGG_Q168,aggregation
1,1,0,0,0,1750972.16,0,0,0,0,24993046,24992980,7.397819205891117,8752847.399999999,10315374.41,1750972.16,0,1,1,1,0.0,0,1,1,13,11,0,0,1,72,AGG_Q169,aggregation
1,1,0,0,0,28185.89,0,0,0,0,286358,100000,5.456910837139985,40966.94,48639.97,28185.89,0,1,1,1,0.0,0,1,1,4,6,0,0,1,72,AGG_Q170,aggregation
1,2,0,0,0,15077757.37,0,1,0,1,136628484,59983152,8.135541252703169,21687265.110000003,39796438.22,15077757.37,0,1,1,1,0.0,0,2,1,13,11,0,0,2,104,AGG_Q172,aggregation
1,1,0,0,0,223853.71,0,0,0,0,2110153,1500045,6.324314151463398,189738.61,278588.27,223853.71,0,0,1,1,0.0,0,1,1,1,4,0,0,1,104,AGG_Q174,aggregation
1,2,0,0,0,15245102.79,0,1,0,1,136628734,59983152,8.135542047365579,37886691.27,56160763.38,15245102.79,0,1,1,1,0.0,0,2,1,16,13,0,0,2,72,AGG_Q175,aggregation
1,1,0,0,0,9954097.4,0,0,0,0,79977535,24992980,7.902968019976455,36926011.53,42807514.95,9954097.4,0,1,1,0,0.0,0,1,1,13,11,0,0,1,72,AGG_Q176,aggregation
1,1,0,0,0,1813451.86,0,0,0,0,24992995,24992980,7.397818319682998,7251804.05,8626879.42,1813451.86,0,1,1,1,0.0,0,1,1,10,9,0,0,1,66,AGG_Q178,aggregation
1,2,0,0,0,1605729.04,0,0,0,0,19751582,6250482,7.295601908094863,6595931.420000001,7880676.65,1605729.04,0,1,1,1,0.0,0,2,1,19,17,0,0,2,43,AGG_Q179,aggregation
1,1,0,0,0,388146.65,0,0,0,0,6264918,6250482,6.796915460313338,1935117.23,2292083.39,388146.65,0,1,1,1,0.0,0,1,1,13,10,0,0,1,128,AGG_Q180,aggregation
1,3,0,0,0,2709642.35,0,1,0,2,30798922,13439342,7.488535530028529,15163437.19,19766586.96,2709642.35,1,1,1,1,0.0,0,3,1,31,23,0,0,3,44,AGG_Q182,aggregation
1,5,1,0,0,1392812.27,1,1,0,5,1683123,938770,6.226116112726853,9872432.0,12022730.35,1392812.27,1,1,1,1,0.1667,1,6,0,43,32,0,0,5,136,AGG_Q183,aggregation
1,1,0,0,0,1690858.61,0,0,0,0,474469,474465,5.676208757866905,5071575.359999999,6759061.64,1690858.61,1,0,1,0,0.0,0,1,1,10,6,0,0,1,32,AGG_Q184,aggregation
1,3,0,0,0,830032.53,0,1,0,1,20001518,6250482,7.3010629790773525,3902086.24,4996153.28,830032.53,0,1,1,1,0.0,0,3,1,19,21,1,0,2,75,AGG_Q185,aggregation
1,3,0,0,0,2395285.12,0,1,0,2,37456456,8001098,7.573526695139591,7971100.630000002,10717702.93,2395285.12,0,1,1,1,0.0,0,3,1,22,18,0,0,3,178,AGG_Q186,aggregation
1,2,0,0,0,14720137.01,0,1,0,1,149195682,59983152,8.173756256940921,50566998.550000004,68975442.47,14720137.01,0,1,1,1,0.0,0,2,1,19,14,0,0,2,84,AGG_Q187,aggregation
1,3,0,0,0,6377415.29,0,1,0,2,37456446,8001098,7.573526579193083,9577948.439999998,12444567.17,6377415.29,0,1,1,1,0.0,0,3,1,19,17,0,0,3,274,AGG_Q188,aggregation
1,1,1,0,0,4546580.36,1,0,0,1,108008218,15001158,8.033456804843729,23091183.299999993,26358875.97,4546580.36,0,1,1,0,0.6667,2,3,0,22,21,0,0,1,218,AGG_Q189,aggregation
1,2,0,0,0,16420519.19,0,1,0,1,137003434,59983152,8.136731456082273,39773209.7,58674321.88,16420519.19,0,1,1,1,0.0,0,2,1,16,13,0,0,2,204,AGG_Q190,aggregation
1,4,0,0,0,4671183.99,0,1,0,3,49549386,15001158,7.695038285982461,8304673.45,13721263.95,4671183.99,0,1,1,1,0.0,0,4,1,19,19,0,0,4,219,AGG_Q191,aggregation
1,5,0,0,0,5027255.29,0,1,0,4,38458514,8001098,7.5849925107980205,9762397.16,13206967.21,5027255.29,0,1,1,1,0.0,0,5,1,25,25,0,0,5,309,AGG_Q192,aggregation
1,4,0,0,0,3267939.34,0,1,0,3,113724282,24992980,8.055853207404608,18105768.330000002,25684265.65,3267939.34,0,1,1,1,0.0,0,4,1,25,23,0,0,4,208,AGG_Q193,aggregation
1,1,0,0,0,5011200.28,0,0,0,0,25080970,24992980,7.399344346025459,19530610.79,21466459.93,5011200.28,0,1,1,1,0.0,0,1,1,10,10,0,0,1,211,AGG_Q194,aggregation
1,2,0,0,0,15218944.39,0,1,0,1,136629034,59983152,8.13554300095855,67320162.72,85568071.39,15218944.39,0,1,1,1,0.0,0,2,1,22,16,0,0,2,141,AGG_Q195,aggregation
1,6,0,0,0,25303057.41,0,1,0,5,346501591,59203453,8.539705234316445,96852670.90000002,122968102.39,25303057.41,1,1,1,1,0.0,0,6,1,31,31,0,0,5,280,AGG_Q196,aggregation
1,2,0,0,0,527336.23,0,1,0,1,13859272,6250482,7.141740449585369,4285570.32,5078391.51,527336.23,0,1,1,1,0.0,0,2,1,28,19,0,0,2,139,AGG_Q197,aggregation
1,4,0,0,0,406517.47,0,1,0,3,15149244,3333791,7.180390989240676,2618705.18,3648464.83,406517.47,0,1,1,1,0.0,0,4,1,28,25,0,0,4,219,AGG_Q198,aggregation
1,1,0,0,0,1279997.68,0,0,0,0,6430932,6250482,6.808273984954893,4932722.46,5426504.46,1279997.68,0,1,1,1,0.0,0,1,1,10,10,0,0,1,218,AGG_Q199,aggregation
1,5,0,0,0,28065808.07,0,1,0,4,264933368,59983152,8.423136662185033,50302760.17,78217301.11,28065808.07,0,1,1,1,0.0,0,5,1,25,23,0,0,5,499,AGG_Q200,aggregation
1,3,1,0,0,1043600.0,1,0,0,1,12505303,6250482,7.097094253756864,3445408.780000001,4809752.18,1043600.0,1,1,1,0,0.25,1,4,0,14,24,1,0,1,35,COM_Q001,complex_queries
1,2,0,0,0,132348536945.65,0,0,0,0,1413059,666537,6.150160602836307,132348601466.4,264697117138.97,132348536945.65,1,1,1,0,0.0,0,2,1,11,8,1,0,1,54,COM_Q002,complex_queries
1,1,1,1,0,2901231.37,0,1,1,2,40503219,8001098,7.607489550934245,11278549.749999998,12162409.47,2901231.37,1,1,1,1,0.75,3,4,0,20,23,1,0,1,42,COM_Q003,complex_queries
1,2,1,1,0,4096633.52,0,1,0,2,84916732,24992980,7.928993277211277,11947584.530000001,27713911.41,4096633.52,1,1,1,1,0.5,2,4,0,23,30,1,0,1,32,COM_Q004,complex_queries
1,3,0,0,0,92906.68,0,1,0,1,1876195,625019,6.2732782057232725,416566.58,545049.79,92906.68,1,1,1,1,0.0,0,3,1,19,22,1,0,2,136,COM_Q005,complex_queries
0,0,1,0,0,309095725.64,0,0,0,0,40024,40005,4.602331340591338,39.4,309095802.69,309095725.64,1,0,1,0,1.0,2,2,0,8,6,1,0,0,32,COM_Q006,complex_queries
1,2,1,0,0,2492974.66,0,0,1,2,25030389,6250482,7.3984676164291745,12420710.689999998,14867203.67,2492974.66,1,1,1,1,0.5,2,4,0,20,32,1,0,1,66,COM_Q007,complex_queries
1,3,0,0,0,824498.55,0,1,0,1,10585691,3333791,7.024719253659937,3730272.74,4469402.26,824498.55,1,1,1,1,0.0,0,3,1,19,23,1,0,2,62,COM_Q008,complex_queries
1,2,0,0,0,112464425553510.94,0,0,0,0,39988800,19994384,7.60193838270591,112464427378458.47,224928851698871.72,112464425553510.94,1,1,1,0,0.0,0,2,1,11,8,1,0,1,32,COM_Q009,complex_queries
1,4,0,0,0,21471351.7,0,1,0,2,243266043,49985960,8.386081492685056,59193460.3,80536468.97,21471351.7,1,1,1,1,0.0,0,4,1,26,32,1,0,2,57,COM_Q011,complex_queries
1,2,1,0,0,308798243.35,0,0,0,0,2869323,2667033,6.45777959093243,7816.9800000000005,617562579.87,308798243.35,1,0,1,1,0.3333,1,3,0,11,10,1,0,2,32,COM_Q013,complex_queries
0,0,1,1,0,66080562.52,1,0,0,1,44158663,15001158,7.645015925540779,3.99,132514547.74,66080562.52,1,0,0,0,1.0,2,2,0,10,7,0,0,0,4,COM_Q014,complex_queries
1,1,0,0,0,1242588.6,0,0,0,0,10293230,6250482,7.012551719292848,4888273.87,5723596.35,1242588.6,1,1,1,1,0.0,0,1,1,13,13,0,0,1,68,COM_Q015,complex_queries
0,0,1,1,0,528736.94,0,0,0,0,16740373,8001098,7.223765156424375,786614.7900000002,1711163.16,528736.94,1,1,1,0,1.0,2,2,0,8,11,1,0,0,32,COM_Q016,complex_queries
1,6,0,0,0,571956141.76,0,1,0,3,87033002,59983152,7.939683968743847,576460023.79,1154154494.7,571956141.76,1,1,1,1,0.0,0,6,1,23,24,1,0,6,104,COM_Q017,complex_queries
0,0,1,0,0,15617874987.74,0,0,0,0,300059,299916,5.477208104931312,260.4,15617875505.96,15617874987.74,1,0,1,0,1.0,2,2,0,8,6,1,0,0,12,COM_Q018,complex_queries
1,3,0,0,0,13464635700904.03,0,0,0,0,786,375,2.8959747323590648,13464636598476.129,26929273196937.09,13464635700904.03,1,1,1,0,0.0,0,3,1,11,12,1,0,1,32,COM_Q019,complex_queries
1,1,0,0,0,656415.35,0,0,0,0,5991247,3333791,6.777517297023569,3323887.48,3790365.39,656415.35,0,1,1,1,0.0,0,1,1,16,13,0,0,1,100,COM_Q020,complex_queries
1,2,0,0,0,6957353260564.76,0,0,0,0,13001006,5000386,7.113976992122671,6957353248063.8,13914707089326.19,6957353260564.76,1,1,1,0,0.0,0,2,1,14,9,1,0,1,48,COM_Q021,complex_queries
1,4,0,0,0,3397114.46,0,1,0,2,51357003,24992980,7.710599680477086,43283409.55999999,46665229.13,3397114.46,1,1,1,1,0.0,0,4,1,23,34,1,0,2,36,COM_Q022,complex_queries
1,2,1,0,0,89602.09,1,0,0,1,625031,625019,5.79590225265233,223993.10999999996,397650.03,89602.09,1,1,1,0,0.3333,1,3,0,14,20,1,0,1,133,COM_Q023,complex_queries
0,0,1,1,0,90256782.02,1,0,0,1,30994394,15001158,7.491283163490435,107.58,355094267.13,90256782.02,1,0,0,0,1.0,3,3,0,13,11,0,0,0,8,COM_Q024,complex_queries
1,4,0,0,0,499227.35,0,1,0,2,6500860,1600045,6.812970880148332,495305.92000000004,684731.55,499227.35,0,1,0,1,0.0,0,4,1,13,14,0,0,3,168,COM_Q026,complex_queries
1,2,1,0,0,1344157.14,0,0,1,1,13217255,6250482,7.121141301764367,7933910.24,9580597.35,1344157.14,1,1,1,1,0.3333,1,3,0,22,20,0,0,2,104,COM_Q027,complex_queries
1,4,0,0,0,24063668444.93,0,1,0,1,32605745,6250482,7.513294141055583,24073547776.520004,72199379843.85,24063668444.93,1,1,1,1,0.0,0,4,1,22,31,1,0,2,31,COM_Q028,complex_queries
1,2,0,0,0,1358554.15,0,0,0,0,12668720,5067476,7.102732771893669,2300922.0,4268787.46,1358554.15,1,1,0,0,0.0,0,2,1,13,10,0,0,1,48,COM_Q029,complex_queries
1,4,0,0,0,52160.21,0,1,0,3,1452103,625019,6.161997721741939,358923.6500000001,451981.66,52160.21,0,1,1,1,0.0,0,4,1,25,30,0,0,3,112,COM_Q030,complex_queries
1,2,0,0,0,6768267.8,0,0,0,0,72646290,29058504,7.861213446034552,10132616.85,19382210.25,6768267.8,1,1,0,0,0.0,0,2,1,13,10,0,0,1,40,COM_Q031,complex_queries
1,2,0,0,0,1892361.56,0,0,0,0,2158885,863546,6.334229710014596,5373822.45,9031735.72,1892361.56,1,1,0,0,0.0,0,2,1,13,10,0,0,2,60,COM_Q032,complex_queries
1,12,0,0,0,3913035.49,0,1,1,11,67447385,24992980,7.82896512275849,28525840.119999997,36073058.94,3913035.49,1,1,0,1,0.0,0,12,1,49,57,0,0,6,15,COM_Q033,complex_queries
1,6,0,0,0,7206.1,0,1,0,4,33158,16043,4.520601424742214,13519.67,31888.34,7206.1,1,1,0,1,0.0,0,6,1,22,27,0,0,3,140,COM_Q034,complex_queries
1,7,0,0,0,3082465.22,0,1,0,5,123845003,24992980,8.092878491511316,20250198.65,28465179.43,3082465.22,0,1,1,1,0.0,0,7,1,28,43,0,0,6,168,COM_Q035,complex_queries
0,0,1,0,0,170935540.32,0,0,0,0,26051260,8557596,7.415828749980541,4.51,511004596.89,170935540.32,1,0,0,0,1.0,2,2,0,10,8,0,0,0,4,COM_Q036,complex_queries
1,7,0,0,0,4094210.78,0,1,1,6,44930266,15001158,7.652538999413905,12773622.98,20164794.06,4094210.78,0,1,1,1,0.0,0,7,1,22,41,0,0,4,224,COM_Q037,complex_queries
1,3,0,0,0,4452048.95,0,0,0,0,61093980,24992980,7.785998425508522,16230251.810000002,21135394.84,4452048.95,1,1,1,0,0.0,0,3,1,11,20,1,0,1,32,COM_Q038,complex_queries
1,4,0,0,0,13464636130809.3,0,0,0,0,450072,150012,5.6532829602774575,13464637028007.309,40393910151046.64,13464636130809.3,1,1,1,0,0.0,0,4,1,14,15,1,0,1,48,COM_Q039,complex_queries
1,6,0,0,0,49978.79,0,1,0,4,711326,625019,5.852069293624697,101129.16999999997,293502.59,49978.79,1,1,0,1,0.0,0,6,1,28,27,0,0,4,82,COM_Q041,complex_queries
1,2,0,0,0,5589685.81,0,0,0,0,50648305,20259310,7.704564924382274,9676803.83,17866755.93,5589685.81,1,1,0,0,0.0,0,2,1,13,10,0,0,1,44,COM_Q042,complex_queries
1,1,1,0,0,2705739.44,0,0,1,1,11900406,6198259,7.075561814739715,11556721.33,14581041.21,2705739.44,1,1,1,1,0.5,1,2,0,19,15,0,0,1,4,COM_Q043,complex_queries
1,5,0,0,0,541190.38,0,1,1,4,21253733,6250482,7.327435240886818,2848752.8900000006,4100931.99,541190.38,1,1,1,1,0.0,0,5,1,22,34,0,0,3,136,COM_Q044,complex_queries
1,6,0,0,0,812259.25,0,1,0,4,1503114,625019,6.176992208767096,7000713.11,7993382.28,812259.25,1,1,1,1,0.0,0,6,1,28,41,0,0,3,168,COM_Q045,complex_queries
1,2,0,0,0,110902.02,0,1,0,1,526447,138081,5.721355480121016,425608.02,585349.2,110902.02,1,0,1,1,0.0,0,2,1,16,13,0,0,1,4,COM_Q046,complex_queries
1,2,0,0,0,3047427.01,0,1,0,1,974776,299916,5.988905273394379,15178644.220000003,21242236.4,3047427.01,1,1,1,1,0.0,0,2,1,25,19,0,0,1,11,COM_Q047,complex_queries
1,2,0,0,0,547549.17,0,0,0,0,4636141,1283641,6.666156729464117,1625505.12,2153408.57,547549.17,1,1,0,1,0.0,0,2,1,13,10,0,0,2,23,COM_Q049,complex_queries
1,2,0,0,0,1527369.96,0,0,0,0,6315910,6198259,6.800436001564056,1538397.28,6024370.49,1527369.96,1,1,0,1,0.0,0,2,1,10,10,0,0,2,30,COM_Q050,complex_queries
1,6,0,0,0,1971059.81,0,1,0,4,34105878,24992980,7.532829246945315,12335842.98,16113851.76,1971059.81,1,1,0,1,0.0,0,6,1,43,28,0,0,6,37,COM_Q051,complex_queries
1,2,0,0,0,3709.5,0,0,0,0,100630,100000,5.0027317884239455,3734.65,10700.83,3709.5,0,1,0,1,0.0,0,2,1,7,7,0,0,2,108,COM_Q052,complex_queries
0,0,1,1,0,253816.16,0,0,0,0,8148733,8001098,6.911090141313955,0.86,462090.5,253816.16,1,0,1,0,1.0,1,1,0,1,4,0,0,0,8,COM_Q054,complex_queries
0,0,1,1,0,181678043748013.38,1,0,0,2,4149385,1999610,6.617983837304861,3.5900000000000003,181678044169873.66,181678043748013.38,1,0,0,0,1.0,4,4,0,8,12,1,0,0,30,COM_Q055,complex_queries
0,0,1,1,0,7949167814.76,0,0,0,0,38093,37503,4.580856577457996,1058.6899999999998,7953408608.68,7949167814.76,1,1,1,0,1.0,3,3,0,14,17,1,0,0,11,COM_Q056,complex_queries
1,2,0,0,0,96397.88,0,1,0,1,455582,126129,5.658567510086741,135456.45,317245.75,96397.88,1,0,0,1,0.0,0,2,1,10,9,0,0,1,4,COM_Q057,complex_queries
1,4,0,0,0,2993235.51,0,1,0,2,114075866,24992980,8.05719377818443,18490149.23,23938326.75,2993235.51,0,1,0,1,0.0,0,4,1,25,19,0,0,4,34,COM_Q058,complex_queries
1,2,0,0,0,1614482.9,0,0,0,0,10762705,4906955,7.031921477010569,7777834.0,9359441.2,1614482.9,1,1,0,1,0.0,0,2,1,16,11,0,0,2,37,COM_Q059,complex_queries
1,1,0,0,0,2770347.76,0,0,0,0,30006648,15001158,7.477217498188349,5219014.8,5828641.63,2770347.76,1,1,1,0,0.0,0,1,1,4,6,0,0,1,8,COM_Q060,complex_queries
1,5,0,0,0,61685.27,1,1,0,4,3201790,1500045,6.505392979516722,73159.66,301724.36,61685.27,1,1,1,1,0.0,0,5,1,16,20,0,0,4,112,COM_Q061,complex_queries
0,0,1,0,0,192186227.04,1,0,0,1,135102927,59983152,8.130664761312655,4751.96,817697036.94,192186227.04,1,1,1,0,1.0,2,2,0,19,16,0,0,0,15,COM_Q062,complex_queries
1,1,1,1,0,1652597.32,0,1,0,1,24269960,8001098,7.385069078453962,4837796.1899999995,5359956.1,1652597.32,1,1,1,1,0.5,1,2,0,13,12,0,0,1,38,COM_Q063,complex_queries
1,1,1,0,0,31175248.32,1,0,0,1,2736144,1366933,6.437139108775875,4001.29,32275920.95,31175248.32,1,0,0,0,0.5,1,2,0,13,10,0,0,1,23,COM_Q064,complex_queries
1,1,0,0,0,13023530.35,0,0,0,0,119975955,59983152,8.079094219191003,25099057.24,27447992.37,13023530.35,1,1,1,0,0.0,0,1,1,4,6,0,0,1,15,COM_Q065,complex_queries
1,2,0,0,0,6732318131108.08,0,0,0,0,768,375,2.885926339801431,6732318579893.659,13464637159772.19,6732318131108.08,1,1,1,0,0.0,0,2,1,11,8,1,0,1,32,COM_Q066,complex_queries
1,2,0,0,0,3572.18,0,0,0,0,9732,9102,3.9882467233753784,3597.34,10676.19,3572.18,1,1,0,1,0.0,0,2,1,7,8,0,0,2,108,COM_Q067,complex_queries
1,8,0,0,0,1866834.12,0,1,0,7,32162266,24992980,7.507346652977258,8737266.629999999,13816128.45,1866834.12,1,1,0,1,0.0,0,8,1,40,37,0,0,6,12,COM_Q068,complex_queries
1,1,0,0,0,2937937.87,0,0,0,0,30006648,15001158,7.477217498188349,5629200.8,6201324.74,2937937.87,1,1,1,0,0.0,0,1,1,4,6,0,0,1,20,COM_Q069,complex_queries
1,2,0,0,0,3085893.37,0,0,1,1,1562691,299916,6.193873388843504,15113177.310000002,18319918.98,3085893.37,1,1,0,0,0.0,0,2,1,19,17,0,0,1,4,COM_Q070,complex_queries
1,1,0,0,0,662082.66,0,0,0,0,5400685,3333791,6.732448927803037,2674984.87,3142200.91,662082.66,1,1,1,1,0.0,0,1,1,13,13,0,0,1,68,COM_Q071,complex_queries
1,2,0,0,0,4427064.48,0,1,0,1,66529672,24992980,7.823015388850459,21466878.830000002,25562980.43,4427064.48,1,1,1,1,0.0,0,2,1,19,17,0,0,2,36,COM_Q072,complex_queries
1,1,0,0,0,1271623.61,0,0,0,0,12315003,6250482,7.09043455723705,8467593.66,9310860.75,1271623.61,0,1,1,1,0.0,0,1,1,22,17,0,0,1,76,COM_Q074,complex_queries
1,3,0,0,0,2014017.57,0,1,0,2,21455100,8001098,7.3315305633170444,10059583.739999998,13678048.97,2014017.57,0,1,1,1,0.0,0,3,1,28,21,0,0,3,192,COM_Q075,complex_queries
1,2,1,0,0,47596977.7,0,1,1,2,4319605594,4274589889,9.635444095024475,119426099.28000002,124035644.46,47596977.7,0,1,1,1,0.3333,1,3,0,25,31,0,0,2,128,COM_Q076,complex_queries
1,2,1,0,0,5706225.79,0,1,1,2,128148846,49216813,8.107714703038482,34456466.42,37008715.48,5706225.79,0,1,1,1,0.3333,1,3,0,25,30,0,0,2,126,COM_Q077,complex_queries
1,4,0,0,0,5082692.92,0,1,0,3,47590986,15001158,7.677524711821424,16124301.469999997,25200120.04,5082692.92,0,1,1,1,0.0,0,4,1,25,23,0,0,4,280,COM_Q078,complex_queries
1,1,0,0,0,4631101.73,0,0,0,0,52504052,15001158,7.720192829645864,10510492.589999998,16919480.72,4631101.73,1,1,0,0,0.0,0,1,1,13,10,0,0,1,376,COM_Q079,complex_queries
1,1,1,0,0,4103209.12,0,0,1,1,40504339,24992980,7.607501559932412,24710270.379999995,27996458.22,4103209.12,0,1,1,1,0.5,1,2,0,19,16,0,0,1,85,COM_Q080,complex_queries
1,2,0,0,0,540790.5,0,1,0,1,13811152,6250482,7.140229936408848,2242345.73,3034565.45,540790.5,0,1,1,1,0.0,0,2,1,16,13,0,0,2,83,COM_Q081,complex_queries
1,3,0,0,0,14834499.82,0,1,0,2,185166428,34245140,8.267562251127584,69680951.08,95336804.94,14834499.82,0,1,1,1,0.0,0,3,1,28,22,0,0,3,172,COM_Q082,complex_queries
1,3,0,0,0,3012300.41,0,1,0,2,89146546,24992980,7.950104525886149,16348180.74,22077587.83,3012300.41,0,1,1,1,0.0,0,3,1,22,19,0,0,3,72,COM_Q083,complex_queries
1,1,0,0,0,1044120.26,0,0,0,0,10582597,6250482,7.024592298942614,6493234.619999999,7162661.46,1044120.26,0,1,1,1,0.0,0,1,1,19,15,0,0,1,72,COM_Q084,complex_queries
